Cycle,Location,Z_stack,Channel,Marker,Path
Cycle7,2,3,CH2,AKT,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z003_CH2.tif
Cycle7,2,3,CH3,p-mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z003_CH3.tif
Cycle7,2,3,CH4,mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z003_CH4.tif
Cycle7,2,4,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z004_CH1.tif
Cycle7,2,4,CH2,AKT,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z004_CH2.tif
Cycle7,2,4,CH3,p-mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z004_CH3.tif
Cycle7,2,4,CH4,mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z004_CH4.tif
Cycle7,2,5,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z005_CH1.tif
Cycle7,2,5,CH2,AKT,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z005_CH2.tif
Cycle7,2,5,CH3,p-mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z005_CH3.tif
Cycle7,2,5,CH4,mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z005_CH4.tif
Cycle7,2,6,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z006_CH1.tif
Cycle7,2,6,CH2,AKT,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z006_CH2.tif
Cycle7,2,6,CH3,p-mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z006_CH3.tif
Cycle7,2,6,CH4,mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z006_CH4.tif
Cycle7,2,7,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z007_CH1.tif
Cycle7,2,7,CH2,AKT,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z007_CH2.tif
Cycle7,2,7,CH3,p-mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z007_CH3.tif
Cycle7,2,7,CH4,mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z007_CH4.tif
Cycle7,2,8,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z008_CH1.tif
Cycle7,2,8,CH2,AKT,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z008_CH2.tif
Cycle7,2,8,CH3,p-mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z008_CH3.tif
Cycle7,2,8,CH4,mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z008_CH4.tif
Cycle7,2,9,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z009_CH1.tif
Cycle7,2,9,CH2,AKT,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z009_CH2.tif
Cycle7,2,9,CH3,p-mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z009_CH3.tif
Cycle7,2,9,CH4,mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z009_CH4.tif
Cycle7,2,10,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z010_CH1.tif
Cycle7,2,10,CH2,AKT,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z010_CH2.tif
Cycle7,2,10,CH3,p-mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z010_CH3.tif
Cycle7,2,10,CH4,mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw2\1_00001_Z010_CH4.tif
Cycle7,3,1,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z001_CH1.tif
Cycle7,3,1,CH2,AKT,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z001_CH2.tif
Cycle7,3,1,CH3,p-mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z001_CH3.tif
Cycle7,3,1,CH4,mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z001_CH4.tif
Cycle7,3,2,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z002_CH1.tif
Cycle7,3,2,CH2,AKT,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z002_CH2.tif
Cycle7,3,2,CH3,p-mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z002_CH3.tif
Cycle7,3,2,CH4,mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z002_CH4.tif
Cycle7,3,3,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z003_CH1.tif
Cycle7,3,3,CH2,AKT,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z003_CH2.tif
Cycle7,3,3,CH3,p-mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z003_CH3.tif
Cycle7,3,3,CH4,mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z003_CH4.tif
Cycle7,3,4,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z004_CH1.tif
Cycle7,3,4,CH2,AKT,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z004_CH2.tif
Cycle7,3,4,CH3,p-mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z004_CH3.tif
Cycle7,3,4,CH4,mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z004_CH4.tif
Cycle7,3,5,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z005_CH1.tif
Cycle7,3,5,CH2,AKT,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z005_CH2.tif
Cycle7,3,5,CH3,p-mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z005_CH3.tif
Cycle7,3,5,CH4,mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z005_CH4.tif
Cycle7,3,6,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z006_CH1.tif
Cycle7,3,6,CH2,AKT,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z006_CH2.tif
Cycle7,3,6,CH3,p-mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z006_CH3.tif
Cycle7,3,6,CH4,mTOR,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle7_40x_1217_Fw3\1_00001_Z006_CH4.tif
Cycle8,1,1,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z001_CH1.tif
Cycle8,1,1,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z001_CH2.tif
Cycle8,1,2,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z002_CH1.tif
Cycle8,1,2,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z002_CH2.tif
Cycle8,1,3,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z003_CH1.tif
Cycle8,1,3,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z003_CH2.tif
Cycle8,1,4,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z004_CH1.tif
Cycle8,1,4,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z004_CH2.tif
Cycle8,1,5,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z005_CH1.tif
Cycle8,1,5,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z005_CH2.tif
Cycle8,1,6,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z006_CH1.tif
Cycle8,1,6,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z006_CH2.tif
Cycle8,1,7,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z007_CH1.tif
Cycle8,1,7,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z007_CH2.tif
Cycle8,1,8,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z008_CH1.tif
Cycle8,1,8,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z008_CH2.tif
Cycle8,1,9,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z009_CH1.tif
Cycle8,1,9,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z009_CH2.tif
Cycle8,1,10,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z010_CH1.tif
Cycle8,1,10,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z010_CH2.tif
Cycle8,1,11,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z011_CH1.tif
Cycle8,1,11,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z011_CH2.tif
Cycle8,1,12,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z012_CH1.tif
Cycle8,1,12,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z012_CH2.tif
Cycle8,1,13,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z013_CH1.tif
Cycle8,1,13,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z013_CH2.tif
Cycle8,1,14,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z014_CH1.tif
Cycle8,1,14,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z014_CH2.tif
Cycle8,1,15,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z015_CH1.tif
Cycle8,1,15,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z015_CH2.tif
Cycle8,1,16,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z016_CH1.tif
Cycle8,1,16,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z016_CH2.tif
Cycle8,1,17,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z017_CH1.tif
Cycle8,1,17,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z017_CH2.tif
Cycle8,1,18,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z018_CH1.tif
Cycle8,1,18,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z018_CH2.tif
Cycle8,1,19,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z019_CH1.tif
Cycle8,1,19,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw1\1_00001_Z019_CH2.tif
Cycle8,2,1,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw2\1_00001_Z001_CH1.tif
Cycle8,2,1,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw2\1_00001_Z001_CH2.tif
Cycle8,2,2,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw2\1_00001_Z002_CH1.tif
Cycle8,2,2,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw2\1_00001_Z002_CH2.tif
Cycle8,2,3,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw2\1_00001_Z003_CH1.tif
Cycle8,2,3,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw2\1_00001_Z003_CH2.tif
Cycle8,2,4,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw2\1_00001_Z004_CH1.tif
Cycle8,2,4,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw2\1_00001_Z004_CH2.tif
Cycle8,2,5,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw2\1_00001_Z005_CH1.tif
Cycle8,2,5,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw2\1_00001_Z005_CH2.tif
Cycle8,2,6,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw2\1_00001_Z006_CH1.tif
Cycle8,2,6,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw2\1_00001_Z006_CH2.tif
Cycle8,3,1,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z001_CH1.tif
Cycle8,3,1,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z001_CH2.tif
Cycle8,3,2,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z002_CH1.tif
Cycle8,3,2,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z002_CH2.tif
Cycle8,3,3,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z003_CH1.tif
Cycle8,3,3,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z003_CH2.tif
Cycle8,3,4,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z004_CH1.tif
Cycle8,3,4,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z004_CH2.tif
Cycle8,3,5,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z005_CH1.tif
Cycle8,3,5,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z005_CH2.tif
Cycle8,3,6,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z006_CH1.tif
Cycle8,3,6,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z006_CH2.tif
Cycle8,3,7,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z007_CH1.tif
Cycle8,3,7,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z007_CH2.tif
Cycle8,3,8,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z008_CH1.tif
Cycle8,3,8,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z008_CH2.tif
Cycle8,3,9,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z009_CH1.tif
Cycle8,3,9,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z009_CH2.tif
Cycle8,3,10,CH1,Hoeschst,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z010_CH1.tif
Cycle8,3,10,CH2,Concanavalin A,Y:\coskun-lab\Thomas\Spatial signaling pathway\data\raw\Lg_Cycle8_40x_1217_Fw3\1_00001_Z010_CH2.tif
